"","scientificname","tiplabel","gen","fam","ord","clade","higher","MSW3_sciName_matched","genes","extinct.","tipDR_10k_harmMeans","MarineOrNot","taxa","trait","value","Barren.Rocky","Cropland","Forest","Grassland","Mosaic.Cropland","Other","Savanna","Shrubland","Urban","Water.Body","Wetland","Min_Elev","Max_Elev","source","Andes_Overlap","Forest_Biome","Grass_Biome","Origin_Class","binOrigin_all","binOrigin_rodents","binOrigin_nonRod","A_H","NA_TeF","NA_TrF","SA_TeF","SA_TrF","NA_TeG","NA_TrG","SA_TeG","SA_TrG","z_NONE","endemic_protoAndesForest","endemic_lowlandForest","endemic_grassLowHigh","widespread_newBiomes"
"621","Andinomys_edax","Andinomys_edax_CRICETIDAE_RODENTIA","Andinomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Andinomys_edax",6,0,0.106471435,0,"mammals","habitat_mol","Mosaic Cropland,Shrubland,Grassland",0,0,0,1,1,0,0,1,0,0,0,500,5100,"from 3 sources",0.998678861,"","Grass_Savanna","North_America",1,1,0,"0","0","0","0","0","0","0","1","1","1",0,0,1,0
"622","Chaetophractus_nationi","Chaetophractus_nationi_DASYPODIDAE_CINGULATA","Chaetophractus","DASYPODIDAE","CINGULATA","Xenarthra","Xenart.","Chaetophractus_nationi",0,0,0.09311764,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2400,4000,NA,1,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","1","1",0,0,1,0
"623","Galea_monasteriensis","Galea_monasteriensis_CAVIIDAE_RODENTIA","Galea","CAVIIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires",NA,0,0,0.125639658,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2557,2557,NA,1,"","","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"624","Necromys_amoenus","Necromys_amoenus_CRICETIDAE_RODENTIA","Necromys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Necromys_amoenus",5,0,0.165122404,0,"mammals","habitat_mol","Cropland,Shrubland,Grassland",0,1,0,1,0,0,0,1,0,0,0,3100,4300,"from 2 sources",1,"","Grass_Savanna","North_America",1,1,0,"0","0","0","0","0","0","0","1","1","1",0,0,1,0
"625","Necromys_lactens","Necromys_lactens_CRICETIDAE_RODENTIA","Necromys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Necromys_lactens",2,0,0.168687836,0,"mammals","habitat_mol","Mosaic Cropland,Shrubland,Grassland",0,0,0,1,1,0,0,1,0,0,0,1500,4000,"from 4 sources",0.985230025,"","Grass_Savanna","North_America",1,1,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"626","Oxymycterus_hucucha","Oxymycterus_hucucha_CRICETIDAE_RODENTIA","Oxymycterus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oxymycterus_hucucha",0,0,0.387285953,0,"mammals","habitat_mol","Mosaic Cropland,Forest",0,0,1,0,1,0,0,0,0,0,0,2600,3000,NA,0.998673778,"Forest","","North_America",1,1,0,"1","0","0","0","1","0","0","1","0","0",0,0,0,1
"627","Thomasomys_andersoni","Thomasomys_andersoni_CRICETIDAE_RODENTIA","Thomasomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,1,0,0.234594378,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,2000,2630,"Mammals of South America 2, Volume 40",NA,NA,NA,"North_America",1,1,0,"1","0","0","0","1","0","0","0","0","0",0,0,0,1
"628","Chaetophractus_vellerosus","Chaetophractus_vellerosus_DASYPODIDAE_CINGULATA","Chaetophractus","DASYPODIDAE","CINGULATA","Xenarthra","Xenart.","Chaetophractus_vellerosus",2,0,0.090513176,0,"mammals","habitat_mol","Cropland,Mosaic Cropland,Other,Savanna,Shrubland,Grassland,Barren/Rocky",1,1,0,1,1,1,1,1,0,0,0,0,1000,"IUCN",0.05636924,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","1","0",0,0,1,0
"629","Ctenomys_boliviensis","Ctenomys_boliviensis_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_boliviensis",25,0,0.490028638,0,"mammals","habitat_mol","Cropland,Mosaic Cropland,Savanna",0,1,0,0,1,0,1,0,0,0,0,400,500,"IUCN",NA,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","1","0",0,0,1,0
"630","Sapajus_cay","Sapajus_cay_CEBIDAE_PRIMATES","Sapajus","CEBIDAE","PRIMATES","Platyrrhini","Euarchontoglires",NA,0,0,0.410962031,0,"mammals","habitat_mol","Forest,Savanna",0,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,0.051256902,"Forest","Grass_Savanna","South_America",0,0,0,"1","0","0","0","1","0","0","1","1","0",0,0,0,1
"631","Calyptophractus_retusus","Calyptophractus_retusus_DASYPODIDAE_CINGULATA","Calyptophractus","DASYPODIDAE","CINGULATA","Xenarthra","Xenart.","Calyptophractus_retusus",3,0,0.046517744,0,"mammals","habitat_mol","Savanna,Shrubland,Barren/Rocky",1,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,"South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"632","Ctenomys_goodfellowi","Ctenomys_goodfellowi_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_goodfellowi",1,0,0.49050032,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"","","South_America",0,0,0,"0","0","0","0","1","0","0","0","0","0",0,1,0,0
"633","Oligoryzomys_chacoensis","Oligoryzomys_chacoensis_CRICETIDAE_RODENTIA","Oligoryzomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oligoryzomys_chacoensis",2,0,0.229363202,0,"mammals","habitat_mol","Shrubland,Grassland",0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,0.085483821,"","Grass_Savanna","North_America",1,1,0,"0","0","0","0","0","0","0","1","1","0",0,0,1,0
"634","Proechimys_longicaudatus","Proechimys_longicaudatus_ECHIMYIDAE_RODENTIA","Proechimys","ECHIMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Proechimys_longicaudatus",7,0,0.26098153,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,1000,"IUCN",NA,"Forest","","South_America",0,0,0,"0","0","0","0","1","0","0","0","0","0",0,1,0,0
"635","Pseudalopex_gymnocercus","Pseudalopex_gymnocercus_CANIDAE_CARNIVORA","Pseudalopex","CANIDAE","CARNIVORA","Caniformes","Laurasiatheria",NA,5,0,0.396234823,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069448572,"","Grass_Savanna","North_America",1,0,1,"0","0","0","0","0","0","0","1","1","1",0,0,1,0
"636","Sturnira_lilium","Sturnira_lilium_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Sturnira_lilium",3,0,0.323497615,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,1600,"IUCN",0.062939065,"Forest","","South_America",0,0,0,"0","0","0","0","1","0","0","0","0","1",0,1,0,0
"637","Tolypeutes_matacus","Tolypeutes_matacus_DASYPODIDAE_CINGULATA","Tolypeutes","DASYPODIDAE","CINGULATA","Xenarthra","Xenart.","Tolypeutes_matacus",4,0,0.06286085,0,"mammals","habitat_mol","Savanna,Shrubland",0,0,0,0,0,0,1,1,0,0,0,0,800,"IUCN",0.0134106,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","1","0",0,0,1,0
"638","Alouatta_palliata","Alouatta_palliata_ATELIDAE_PRIMATES","Alouatta","ATELIDAE","PRIMATES","Platyrrhini","Euarchontoglires","Alouatta_palliata",16,0,0.337121366,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,900,"from 2 sources",0.055404656,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","0","0","0","1",0,0,0,1
"639","Anoura_canishina","Anoura_canishina_PHYLLOSTOMIDAE_CHIROPTERA","Anoura","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,0.153888664,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South_America",0,0,0,"0","0","1","0","1","0","0","1","1","1",0,0,0,1
"640","Aotus_zonalis","Aotus_zonalis_AOTIDAE_PRIMATES","Aotus","AOTIDAE","PRIMATES","Platyrrhini","Euarchontoglires",NA,3,0,0.129849011,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,1000,"from 2 sources",0.248308241,"Forest","","South_America",0,0,0,"0","0","1","0","1","0","0","0","0","1",0,1,0,0
"641","Artibeus_jamaicensis","Artibeus_jamaicensis_PHYLLOSTOMIDAE_CHIROPTERA","Artibeus","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Artibeus_jamaicensis",29,0,0.256900202,0,"mammals","habitat_mol","Mosaic Cropland,Urban,Forest,Barren/Rocky,Other",1,0,1,0,1,1,0,0,1,0,0,0,2230,"from 3 sources",0.128010913,"Forest","","South_America",0,0,0,"1","1","1","0","1","1","1","1","1","1",0,0,0,1
"642","Ateles_fusciceps","Ateles_fusciceps_ATELIDAE_PRIMATES","Ateles","ATELIDAE","PRIMATES","Platyrrhini","Euarchontoglires","Ateles_fusciceps",27,0,0.312626886,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,2500,"from 3 sources",0.36937929,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","0","0","0","1",0,0,0,1
"643","Bassaricyon_medius","Bassaricyon_medius_PROCYONIDAE_CARNIVORA","Bassaricyon","PROCYONIDAE","CARNIVORA","Caniformes","Laurasiatheria",NA,1,0,0.215054016,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Forest","","North_America",1,0,1,"1","0","1","0","1","0","0","0","0","1",0,0,0,1
"644","Cabassous_centralis","Cabassous_centralis_DASYPODIDAE_CINGULATA","Cabassous","DASYPODIDAE","CINGULATA","Xenarthra","Xenart.","Cabassous_centralis",0,0,0.079746442,0,"mammals","habitat_mol","Forest,Savanna,Shrubland",0,0,1,0,0,0,1,1,0,0,0,0,3000,"from 2 sources",0.129398134,"Forest","Grass_Savanna","South_America",0,0,0,"1","0","1","0","1","0","1","1","1","1",0,0,0,1
"645","Cebus_capucinus","Cebus_capucinus_CEBIDAE_PRIMATES","Cebus","CEBIDAE","PRIMATES","Platyrrhini","Euarchontoglires","Cebus_capucinus",1,0,0.311974307,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2100,NA,0.129680568,"Forest","Grass_Savanna","South_America",0,0,0,"1","0","1","0","1","0","0","0","0","1",0,0,0,1
"646","Heteromys_anomalus","Heteromys_anomalus_HETEROMYIDAE_RODENTIA","Heteromys","HETEROMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Heteromys_anomalus",2,0,0.188046574,0,"mammals","habitat_mol","Cropland,Forest",0,1,1,0,0,0,0,0,0,0,0,1500,1600,NA,0.396646227,"Forest","","North_America",1,1,0,"0","0","1","0","1","0","0","1","1","1",0,0,0,1
"647","Hydrochoerus_isthmius","Hydrochoerus_isthmius_CAVIIDAE_RODENTIA","Hydrochoerus","CAVIIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Hydrochoerus_isthmius",0,0,0.117783764,0,"mammals","habitat_mol","Forest,Wetland",0,0,1,0,0,0,0,0,0,0,1,0,300,NA,0.148735273,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","0","1","1","1",0,0,0,1
"648","Mazama_temama","Mazama_temama_CERVIDAE_CETARTIODACTYLA","Mazama","CERVIDAE","CETARTIODACTYLA","Ruminantia","Laurasiatheria","Mazama_temama",2,0,0.329110346,0,"mammals","habitat_mol","Other,Mosaic Cropland,Forest,Shrubland,Grassland,Wetland",0,0,1,1,1,1,0,1,0,0,1,NA,2800,"IUCN",0.00731035,"Forest","Grass_Savanna","North_America",1,0,1,"1","1","1","0","1","1","1","1","0","1",0,0,0,1
"649","Microsciurus_santanderensis","Microsciurus_santanderensis_SCIURIDAE_RODENTIA","Microsciurus","SCIURIDAE","RODENTIA","Squirrel-related","Euarchontoglires","Microsciurus_santanderensis",0,0,0.263006422,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,1700,3800,"from 2 sources",0.569977689,"","","North_America",1,1,0,"1","0","1","0","1","0","0","0","0","1",0,0,0,1
"650","Mimon_cozumelae","Mimon_cozumelae_PHYLLOSTOMIDAE_CHIROPTERA","Mimon","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Mimon_cozumelae",3,0,0.133225392,0,"mammals","habitat_mol","Forest,Other",0,0,1,0,0,1,0,0,0,0,0,34,34,NA,0.242806159,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","1","1","1","1",0,0,0,1
"651","Oryzomys_couesi","Oryzomys_couesi_CRICETIDAE_RODENTIA","Oryzomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oryzomys_couesi",6,0,0.274244357,0,"mammals","habitat_mol","Wetland",0,0,0,0,0,0,0,0,0,0,1,0,2300,"from 2 sources",0.018181922,"","","North_America",1,1,0,"0","0","0","0","0","1","1","1","1","1",0,0,1,0
"652","Sigmodontomys_alfari","Sigmodontomys_alfari_CRICETIDAE_RODENTIA","Sigmodontomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Sigmodontomys_alfari",6,0,0.238050742,0,"mammals","habitat_mol","Cropland,Forest,Wetland",0,1,1,0,0,0,0,0,0,0,1,0,2000,"from 3 sources",0.220195536,"Forest","","North_America",1,1,0,"0","0","1","0","1","0","1","1","1","1",0,0,0,1
"653","Platyrrhinus_vittatus","Platyrrhinus_vittatus_PHYLLOSTOMIDAE_CHIROPTERA","Platyrrhinus","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Platyrrhinus_vittatus",3,0,0.452993849,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,1000,3000,NA,0.33256111,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","0","0","0","1",0,0,0,1
"654","Saguinus_leucopus","Saguinus_leucopus_CALLITRICHIDAE_PRIMATES","Saguinus","CALLITRICHIDAE","PRIMATES","Platyrrhini","Euarchontoglires","Saguinus_leucopus",0,0,0.343982286,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,1500,"from 2 sources",0.763709648,"Forest","","South_America",0,0,0,"0","0","0","0","1","0","0","0","0","0",0,1,0,0
"655","Saguinus_oedipus","Saguinus_oedipus_CALLITRICHIDAE_PRIMATES","Saguinus","CALLITRICHIDAE","PRIMATES","Platyrrhini","Euarchontoglires","Saguinus_oedipus",16,0,0.354674366,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,800,"from 2 sources",0.215794532,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","0","0","0","1",0,0,0,1
"656","Tamandua_mexicana","Tamandua_mexicana_MYRMECOPHAGIDAE_PILOSA","Tamandua","MYRMECOPHAGIDAE","PILOSA","Xenarthra","Xenart.","Tamandua_mexicana",0,0,0.040229324,0,"mammals","habitat_mol","Forest,Savanna",0,0,1,0,0,0,1,0,0,0,0,0,2000,NA,0.113292627,"Forest","Grass_Savanna","South_America",0,0,0,"0","1","1","0","1","0","1","1","1","1",0,0,0,1
"657","Tapirus_bairdii","Tapirus_bairdii_TAPIRIDAE_PERISSODACTYLA","Tapirus","TAPIRIDAE","PERISSODACTYLA","Perissodactyla","Laurasiatheria","Tapirus_bairdii",5,0,0.079625289,0,"mammals","habitat_mol","Forest,Shrubland,Grassland,Water Body,Wetland",0,0,1,1,0,0,0,1,0,1,1,0,3620,"from 2 sources",0.015870311,"Forest","Grass_Savanna","North_America",1,0,1,"1","1","1","0","1","0","1","1","0","1",0,0,0,1
"658","Transandinomys_talamancae","Transandinomys_talamancae_CRICETIDAE_RODENTIA","Transandinomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,8,0,0.151696131,0,"mammals","habitat_mol","Other,Forest",0,0,1,0,0,1,0,0,0,0,0,0,1525,"from 2 sources",0.302374665,"Forest","","North_America",1,1,0,"0","0","1","0","1","0","0","1","1","1",0,0,0,1
"659","Tylomys_mirae","Tylomys_mirae_CRICETIDAE_RODENTIA","Tylomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Tylomys_mirae",0,0,0.145471238,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,50,1300,"from 2 sources",0.372907082,"Forest","","North_America",1,1,0,"0","0","1","0","1","0","0","0","0","1",0,1,0,0
"660","Urocyon_cinereoargenteus","Urocyon_cinereoargenteus_CANIDAE_CARNIVORA","Urocyon","CANIDAE","CARNIVORA","Caniformes","Laurasiatheria","Urocyon_cinereoargenteus",14,0,0.292909758,0,"mammals","habitat_mol","Forest,Cropland,Mosaic Cropland,Urban,Shrubland",0,1,1,0,1,0,0,1,1,0,0,1000,3000,"from 2 sources",0.021705293,"Forest","","North_America",1,0,1,"1","1","1","0","1","1","1","1","1","1",0,0,0,1
"661","Caluromys_derbianus","Caluromys_derbianus_DIDELPHIDAE_DIDELPHIMORPHIA","Caluromys","DIDELPHIDAE","DIDELPHIMORPHIA","Didelphimorphia","Marsupialia","Caluromys_derbianus",1,0,0.064501331,0,"mammals","habitat_mol","Other,Mosaic Cropland,Forest",0,0,1,0,1,1,0,0,0,0,0,0,2600,"from 3 sources",0.104220519,"Forest","","South_America",0,0,0,"1","1","1","0","1","0","1","1","1","1",0,0,0,1
"662","Cryptotis_medellinia","Cryptotis_medellinia_SORICIDAE_EULIPOTYPHLA","Cryptotis","SORICIDAE","EULIPOTYPHLA","Soricidae","Laurasiatheria","Cryptotis_medellinia",0,0,0.233103933,0,"mammals","habitat_mol","Cropland,Other,Mosaic Cropland,Forest",0,1,1,0,1,1,0,0,0,0,0,2000,3800,"from 4 sources",1,"Forest","","North_America",1,0,1,"1","0","1","0","1","0","0","1","0","0",0,0,0,1
"663","Dermanura_rosenbergii","Dermanura_rosenbergii_PHYLLOSTOMIDAE_CHIROPTERA","Dermanura","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,0.25463564,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.295296613,"","","South_America",0,0,0,"0","0","1","0","1","0","0","1","0","1",0,0,0,1
"664","Diplomys_labilis","Diplomys_labilis_ECHIMYIDAE_RODENTIA","Diplomys","ECHIMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Diplomys_labilis",2,0,0.161339402,0,"mammals","habitat_mol","Other,Forest",0,0,1,0,0,1,0,0,0,0,0,0,1500,"from 2 sources",0.120280024,"Forest","","South_America",0,0,0,"0","0","1","0","1","0","0","1","0","1",0,0,0,1
"665","Heteromys_desmarestianus","Heteromys_desmarestianus_HETEROMYIDAE_RODENTIA","Heteromys","HETEROMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Heteromys_desmarestianus",2,0,0.220721517,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,45,2400,"from 2 sources",8.61e-05,"Forest","","North_America",1,1,0,"1","0","1","0","1","0","0","0","0","1",0,0,0,1
"666","Hoplomys_gymnurus","Hoplomys_gymnurus_ECHIMYIDAE_RODENTIA","Hoplomys","ECHIMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Hoplomys_gymnurus",20,0,0.10336462,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,700,800,"from 2 sources",0.079202092,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","0","0","0","1",0,0,0,1
"667","Microsciurus_mimulus","Microsciurus_mimulus_SCIURIDAE_RODENTIA","Microsciurus","SCIURIDAE","RODENTIA","Squirrel-related","Euarchontoglires","Microsciurus_mimulus",0,0,0.264659303,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,1600,"from 2 sources",0.421205324,"Forest","","North_America",1,1,0,"0","0","1","0","1","0","0","0","0","1",0,1,0,0
"668","Proechimys_semispinosus","Proechimys_semispinosus_ECHIMYIDAE_RODENTIA","Proechimys","ECHIMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Proechimys_semispinosus",0,0,0.275524545,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0.089462987,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","0","0","0","1",0,0,0,1
"669","Saguinus_geoffroyi","Saguinus_geoffroyi_CALLITRICHIDAE_PRIMATES","Saguinus","CALLITRICHIDAE","PRIMATES","Platyrrhini","Euarchontoglires","Saguinus_geoffroyi",7,0,0.354492695,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,1000,"IUCN",0.079025793,"Forest","","South_America",0,0,0,"0","0","1","0","1","0","0","0","0","1",0,1,0,0
"670","Thomasomys_bombycinus","Thomasomys_bombycinus_CRICETIDAE_RODENTIA","Thomasomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Thomasomys_bombycinus",0,0,0.257041581,0,"mammals","habitat_mol","Forest,Shrubland,Grassland",0,0,1,1,0,0,0,1,0,0,0,2800,3800,NA,1,"Forest","Grass_Savanna","North_America",1,1,0,"1","0","1","0","1","0","0","1","0","0",0,0,0,1
"671","Transandinomys_bolivaris","Transandinomys_bolivaris_CRICETIDAE_RODENTIA","Transandinomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,3,0,0.151696131,0,"mammals","habitat_mol","Forest,Water Body",0,0,1,0,0,0,0,0,0,1,0,0,1800,"from 2 sources",0.110665967,"Forest","","North_America",1,1,0,"0","0","1","0","1","0","1","1","1","1",0,0,0,1
"672","Vampyressa_nymphaea","Vampyressa_nymphaea_PHYLLOSTOMIDAE_CHIROPTERA","Vampyressa","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Vampyressa_nymphaea",5,0,0.175000963,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1900,NA,0.250050659,"Forest","","South_America",0,0,0,"0","0","1","0","1","0","0","0","0","1",0,1,0,0
"673","Ateles_hybridus","Ateles_hybridus_ATELIDAE_PRIMATES","Ateles","ATELIDAE","PRIMATES","Platyrrhini","Euarchontoglires","Ateles_hybridus",11,0,0.328501798,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,700,"from 2 sources",0.418764405,"Forest","","South_America",0,0,0,"1","0","0","0","1","0","0","0","0","1",0,0,0,1
"674","Handleyomys_intectus","Handleyomys_intectus_CRICETIDAE_RODENTIA","Handleyomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Handleyomys_intectus",1,0,0.106544716,0,"mammals","habitat_mol","Cropland,Mosaic Cropland,Forest",0,1,1,0,1,0,0,0,0,0,0,1500,2800,"from 2 sources",1,"Forest","","North_America",1,1,0,"1","0","0","0","1","0","0","1","0","0",0,0,0,1
"675","Marmosops_handleyi","Marmosops_handleyi_DIDELPHIDAE_DIDELPHIMORPHIA","Marmosops","DIDELPHIDAE","DIDELPHIMORPHIA","Didelphimorphia","Marsupialia","Marmosops_handleyi",0,0,0.120651296,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,1400,1700,"from 2 sources",1,"Forest","","South_America",0,0,0,"0","0","0","0","1","0","0","0","0","0",0,1,0,0
"676","Olallamys_albicauda","Olallamys_albicauda_ECHIMYIDAE_RODENTIA","Olallamys","ECHIMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Olallamys_albicauda",3,0,0.160573944,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,2800,3200,NA,1,"Forest","","South_America",0,0,0,"1","0","0","0","1","0","0","0","0","0",0,0,0,1
"677","Thomasomys_popayanus","Thomasomys_popayanus_CRICETIDAE_RODENTIA","Thomasomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Thomasomys_popayanus",0,0,0.259880599,0,"mammals","habitat_mol","Mosaic Cropland,Forest,Shrubland,Grassland",0,0,1,1,1,0,0,1,0,0,0,1828,3300,"from 2 sources",1,"Forest","Grass_Savanna","North_America",1,1,0,"1","0","1","0","1","0","0","1","0","1",0,0,0,1
"678","Choeroniscus_periosus","Choeroniscus_periosus_PHYLLOSTOMIDAE_CHIROPTERA","Choeroniscus","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Choeroniscus_periosus",0,0,0.216273783,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,500,"from 2 sources",0.26625654,"Forest","","South_America",0,0,0,"1","0","1","0","1","0","0","0","0","1",0,0,0,1
"679","Marmosa_alstoni","Marmosa_alstoni_DIDELPHIDAE_DIDELPHIMORPHIA","Marmosa","DIDELPHIDAE","DIDELPHIMORPHIA","Didelphimorphia","Marsupialia",NA,1,0,0.134176893,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,1600,"IUCN",0.009782362,"Forest","","South_America",0,0,0,"0","0","1","0","1","0","0","0","0","1",0,1,0,0
"680","Orthogeomys_dariensis","Orthogeomys_dariensis_GEOMYIDAE_RODENTIA","Orthogeomys","GEOMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Orthogeomys_dariensis",2,0,0.431774601,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,"IUCN",NA,"Forest","","North_America",1,1,0,"0","0","1","0","1","0","0","0","0","1",0,1,0,0
"681","Orthogeomys_thaeleri","Orthogeomys_thaeleri_GEOMYIDAE_RODENTIA","Orthogeomys","GEOMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Orthogeomys_thaeleri",3,0,0.431778458,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,100,500,"IUCN",NA,"Forest","Grass_Savanna","North_America",1,1,0,"1","0","1","0","1","0","0","0","0","1",0,0,0,1
"682","Rhinophylla_alethina","Rhinophylla_alethina_PHYLLOSTOMIDAE_CHIROPTERA","Rhinophylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Rhinophylla_alethina",2,0,0.077297344,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,1700,"from 2 sources",0.274153445,"Forest","","South_America",0,0,0,"0","0","1","0","1","0","0","0","0","1",0,1,0,0
"683","Cryptotis_colombiana","Cryptotis_colombiana_SORICIDAE_EULIPOTYPHLA","Cryptotis","SORICIDAE","EULIPOTYPHLA","Soricidae","Laurasiatheria","Cryptotis_colombiana",0,0,0.231789557,0,"mammals","habitat_mol","Cropland,Mosaic Cropland,Forest",0,1,1,0,1,0,0,0,0,0,0,1750,2800,"from 2 sources",1,"Forest","","North_America",1,0,1,"1","0","0","0","1","0","0","1","0","0",0,0,0,1
